"ResourceID","ProjectName","Project_ID","Project_ID Type","Status","Status Date","Status Description","Sponsor","Sponsorship Description","DateDue","Additional Info","WKT","Location","ProjectDescription"
"0f7826c0-cae6-4444-bf2c-5e9a6688a505","Variable Message Signs",200,"Project ID","Active","2017-12-06","Imported from legacy system","Port",", ","","None",,"Embarcadero Promenade from Pier 1 to 5","This project installs permanently mounted Variable Message Signs along the Embarcadero to provide roadway, traffic, or event information. The $600,000 at this time is to install one sign in the area of Pier 1 to 5."
"411f11a7-0e66-45d1-8601-adc4ac433a5f","Fire Protection Engineer",201,"Project ID","Active","2017-12-06","Imported from legacy system","Port",", ","","None",,"Engineer will be located at Pier 1.","Temporary (up to 3 years) hiring of a fire protection engineer to design sprinkler and standpipe systems for the Port. Duties will include designing new projects for vendor installation, enhancing current systems, and providing QI of existing systems."
"c0c77386-b0ab-4999-8b41-888604a0e700","Pier 40 Baffle Wall Repairs",202,"Project ID","Active","2017-12-06","Imported from legacy system","Port",", ","2017-12-31","None",,"Pier 40/South Beach Harbor.","Repair each under water concrete plate which serves as a break water on the South Side of Pier 40 shed walk way."
"09dbfc25-ab2e-4a9b-82fa-15c5dbe69733","Pier 26 Lead Hazard Abatement & Painting Project",205,"Project ID","Active","2017-12-06","Imported from legacy system","Port",", ","2017-06-30","None","POINT( -122.38652572824499  37.789185081303238 )","Southern exterior walls of shed","Remove loose and peeling lead paint and prime/paint southern exterior to reduce lead hazards. Work prompted by 311 call."
"63f55815-14b2-459e-b30b-f6aa9d68132d","2nd Pile Driving Crew-Funding for FYs 2016-17 & 2017-18",206,"Project ID","Active","2017-12-06","Imported from legacy system","Port",", ","2018-06-30","None",,,
"fd2d4b3e-7cfa-4cf9-8f2a-af2cfa7c6a8b","Cement Mason Crew-Funding FY 2016-17, & 2017-18",207,"Project ID","Active","2017-12-06","Imported from legacy system","Port",", ","2018-06-30","None",,,"Money to hire crews to repair cement piles portwide."
"547c343d-bd9a-470d-a5aa-092d7266fa84","Norther Waterfront Gate Insallation Project",208,"Project ID","Inactive","2017-12-06","Imported from legacy system","Port",", ","2017-12-29","None",,,"Install permanent gates in northern waterfron to replace temporary fence installations for events."
"ebf17c8f-8727-40d8-b09a-a3f84f0b538f","Pier 33 - Fire Sprinkler System",209,"Project ID","Active","2017-12-06","Imported from legacy system","Port",", ","","None","POINT( -122.40467962487153  37.80764936983806 )",,"Install fire sprinkler system in Pier 33."
"ee3e2a4d-98a5-4f03-b6bc-7fdf37f211f7","Central Basin Dredge - USACE match",210,"Project ID","Active","2017-12-06","Imported from legacy system","Other",", USACE","2017-11-30","None",,,"Matching funds for USACE project to federalize the initial deepeing and ongoing maintenance dredging of the Central Basin."
"148e98bb-f1d6-4bec-8ae0-772a4e68b794","Pier 30-32 Fencing",214,"Project ID","Active","2017-12-06","Imported from legacy system","Port",", ","2019-05-30","None","POINT( -122.38607079364388  37.785969805123642 )","Pier 30-32 and Pier 28","Install 320' of high security fencing at Piers 30-32 and Pier 28 as an additiional site if funding is available."
"2dd791ff-0f34-4cf4-8843-5ea5a7dc397a","Pier 31.5 Substructure Repair",218,"Project ID","Active","2017-12-06","Imported from legacy system","Port",", ","2019-06-30","None","POINT( -122.40442857924853  37.80658998502031 )","Alcatraz Ferry Landing","Survey and Repair portions of Pier 33 substructure and apron, Pier 31.5 wharf and infill wharf, some Pier 31 apron piles, portion of Pier 31 shed substructure, and Pier 31.5 gangway piles in anticipation of new Alcatraz tenant (NPS)."
"cccc1887-e1cd-4959-a238-a0e36084d1dc","Pier 19 Fire Standpipe System",220,"Project ID","Active","2017-12-06","Imported from legacy system","Port",", ","","None","POINT( -122.39887846736296  37.802933969571441 )","Pier 19 Shed.","Install a Class I Fire Standpipe System throughout the facility."
"28201c04-e215-4250-b193-70344c1ad7b7","Pier 23 Fire Standpipe System",221,"Project ID","Active","2017-12-06","Imported from legacy system","Port",", ","","None","POINT( -122.39956850058667  37.80374578479924 )","Pier 23 Shed.","Install a Class I Fire Standpipe System."
"c99daba6-6a0e-4ba9-92c3-114e883aef26","CCTV - Phase IV",222,"Project ID","Active","2017-12-06","Imported from legacy system","Port",", ","","None",,"Agriculture Building and Piers 24-28","Install and fiber and CCTV components at the Agriculture Building (101 Embarcadero) and Piers 24-28"
"33474b30-e2ae-4f0a-95b3-05a5cea84b54","Pier 50 Security Project",223,"Project ID","Active","2017-12-06","Imported from legacy system","Port",", ","","None","POINT( -122.37034186699405  37.736645654417494 )","Pier 50 - Shed D","Provides an electronic access controls system and powere gates, and CCTV recognition."
"5f805149-81da-4683-b988-82e038c3cd3e","Portwide CCTV - Phase III",224,"Project ID","Active","2017-12-06","Imported from legacy system","Port",", ","","None","POINT( -122.41843693153635  37.810349047087065 )","Piers 45 and 23","Install fiber at Pier 45 - Sheds A, B, C, & D, and Pier 23.  Additionally, install 26 infrared cameras.  FEMA funding = 75% ($750,000),  Port funding = 25% ($250,000)"
"6ea26d45-0c58-4d75-be6a-5591fcf60863","Portwide Emergency Power",225,"Project ID","Active","2017-12-06","Imported from legacy system","Port",", ","","None",,,"Purchase 3 transportable generators"
"5d37487a-8524-4f82-aa15-38313dba03a4","Emergency Operations Equipment",226,"Project ID","Active","2017-12-06","Imported from legacy system","Port",", ","","None","POINT( -122.38438980546107  37.77328528016227 )","Pier 50 - Maintenance Division","Purchase of (1) one excavator for the Maintenance Division"
"3d5737ff-6687-4219-865c-105b5eb8a0a6","Hyde Street Harbor Dock Replacement",227,"Project ID","Active","2017-12-06","Imported from legacy system","Port",", ","","None","POINT( -122.42188144588539  37.809513296538981 )","Hyde Street Harbor","Replace failing SFPD Marine Unit dock at Hyde Street Harbor"
"506324e1-ef81-40dc-9e80-5f9edd4f7c93","Pier 1 Emergency Operations Center",228,"Project ID","Inactive","2017-12-06","Imported from legacy system","Port",", ","","None",,"Pier 1 - Bayside 1","Replace audio/video system in Bayside 1"
"17b2656d-8ac3-46d9-bdf0-36c4f286e288","SFPD Marine Unit Dock Replacement",229,"Project ID","Active","2017-12-06","Imported from legacy system","Port",", ","","None","POINT( -122.42188144588539  37.809513296538981 )","Hyde Street Harbor","Replace and relocated the SFPD dock at the Hyde Street Harbor"
"a60b417c-f3e3-4ae7-895a-8671151eed5d","Emergency Operations Center Video Replacement",230,"Project ID","Active","2017-12-06","Imported from legacy system","Port",", ","","None",,"Pier 1 - Bayside 1","Replaces the antiquated audio/video system at Pier 1 - Bayside in support of emergency operations."
"a16d0b4b-f151-4402-92e8-545d5b41f1a7","Pier 23 Utility & Restroom Project",232,"Project ID","Active","2017-12-06","Imported from legacy system","Other",", ","","None","POINT( -122.39956850058667  37.80374578479924 )",,"Utility upgrades and stevedore restroom modifications in shed."
"51eae7fe-288f-45a4-a82e-fdb6345b7185","Herons Head Park Resiliency",249,"Project ID","Active","2017-12-06","Imported from legacy system","Port",", ","","None","POINT( -122.37186887257954  37.738611642859219 )",,"Plan, design, permit, and construct shoreline treatment on the south shore of Heron's Head Park to control erosion, improve habitat, and evaluate/enable ability to adapt to sea level rise"
"8cb1f1a5-502c-4dc5-b3b6-cec52163cf44","Hyde Street Harbor Repair and Improvements",250,"Project ID","Active","2017-12-06","Imported from legacy system","Port",", ","","None","POINT( -122.42188144588539  37.809513296538981 )","Hyde Street Harbor","The floating docks are failing and in need of major repairs.  The deterioration has led to failures of the fastening, floating, and mooring systems throughout the hargbor.  The project will evaluate the dock and perform repairs."
"0d364ba3-8b2b-41b1-90cd-3de0f8a0d6ce","EV Charging RFI",256,"Project ID","Active","2017-12-06","Imported from legacy system","Port","DOE / SF PUC, ","","None",,,"Request For Information to establish the viability of expanding and enhancing the Port's infrastructure to charge electric vehicles.  There is a specific preference support Level 3 (fast) chargers and general (not proprietary) technology."
"637390db-6cf5-4e24-8e4d-b659343804ae","Pier 80 High Mast Lighting Upgrade",233,"Project ID","Active","2017-12-06","Imported from legacy system","Port",", ","","None","POINT( -122.3810431147997  37.75017205926649 )","Pier 80","Pier 80 lights have not received comprehensive service since FY05-06.  In FY15, 9 or 11 (exact qty unknown) of 23 light towers and bulbs were replaced.  The remaining light towers and bulbs need to be replaced."
"12201565-2295-4d44-9082-ef8352a09b79","Pier 90 Silo Demolition",234,"Project ID","Active","2017-12-06","Imported from legacy system","Port",", ","","None","POINT( -122.38489352513075  37.746522557224537 )",,"Design, demolition of silos to grade, upland of bulkhead."
"3753c29b-46a7-4009-8cc3-99f54b785648","Pier 19.5 & 29.5 Carbon Monoxide (CO) Monitoring Project",235,"Project ID","Active","2017-12-06","Imported from legacy system","Other",", ","","None","POINT( -122.4001022373924  37.802855017728561 )","Piers 19.5 and 29.5 parking structures","For safety and liability concerns, this project is to furnish and install carbon monoxide monitoring systems at Pier 19.5 and 29.5 parking structures."
"62bf1e02-eada-4cfb-bac8-5bc7f68abd5b","Drydock China Basin Floats",236,"Project ID","Active","2017-12-06","Imported from legacy system","Port",", ","","None","POINT( -122.38928938963915  37.77786743272847 )",,"Drydock China Basin Floats and gangways."
"6385f0ad-3c75-467e-9dac-48915e2034de","USA Utility Mapping Project",237,"Project ID","Inactive","2017-12-06","Imported from legacy system","Port",", ","","None",,"Portwide","This project is to map the Port of San Francisco's (Port) underground utilities, and to make the Port become a member of Underground Service Alert (USA or USANorth811.org)."
"fe1ce410-734c-491c-85ae-1ae5ba8d359a","Pier 29 Utility Upgrades & Improvements",238,"Project ID","Active","2017-12-06","Imported from legacy system","Port",", ","2018-07-31","None","POINT( -122.40194821637388  37.806360972572428 )","Pier 29 Shed","Install Sewer riser with wyes and extend sewer connection, extend water line, and extend gas line passing Jamestown space. Add new utility rooms. Replace existing lightings with high effciency new fixtures."
"d324efac-43f7-41ca-9eff-71787622e880","Pier 19 North Apron Repair and Replacement",239,"Project ID","Active","2017-12-06","Imported from legacy system","Port",", ","","None","POINT( -122.39887846736296  37.802933969571441 )","Pier 19 North Apron","Reconstruction Pier 19 north apron to provide public and fire egress. Following demolition, replace 350 12-inch diameter wood piles with 120 12-inch steel piles, replace deck with steel framed, concrete filled metal deck, and pier fenders."
"b2099788-4d59-41fa-b90d-1670691c4092","Pier 29.5 Pump Station & Force Main Improvement",241,"Project ID","Active","2017-12-06","Imported from legacy system","Port",", ","","None","POINT( -122.40338441058411  37.805971512907604 )",,"Disconnect (E)Force Main from Pump Station in Pier 31.5, re-route force main above deck. Replace (E)pumps with larger new pumps, etc. (TBD - replace larger sump?)"
"fead42c8-4ec0-4bd8-be7a-7c4d13d0ebb0","China Basin Terminal (CBT) Gangway Power Lifts",242,"Project ID","Active","2017-12-06","Imported from legacy system","Other",", ","","None","POINT( -122.3875326874614  37.777935154759732 )",,"Install 2 new power lifting systems for the gangways, to replace the existing manual lifting systems for safer operation and cost saving."
"38375823-3693-43c9-92d0-19b03a2ed5b5","Pier 45 Replace Damaged Wood Piles",246,"Project ID","Active","2017-12-06","Imported from legacy system","Other",", ","","None","POINT( -122.41741851313517  37.810323736874508 )","Pier 45 East and West Aprons","Replace 11 damaged wood piles at Pier 45 West Aprons. Re-attach 2 existing wood piles to cap beams. Repair 3 cap beams with additional timber. Perform underwater repair of 4 piles on the East Apron that cannot be accessed by the Port's pile driver barges."
